ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"138.186.93.4","elite","AS263124","BR","ZAP TELECOM LTDA","215","ZAP TELECOM LTDA","5678","socks4","3897","1","2023-07-12T06:26:34.449Z","69","1977","2860"
"118.97.235.36","elite","AS7713","ID","PT. TELKOM INDONESIA","217","N/A","4145","socks4","4604","1","2023-07-12T06:26:29.234Z","99","2794","2814"
"216.107.129.214","elite","AS61317","US","Ipxo LLC","96","N/A","10180","socks5","5102","1","2023-07-12T06:26:29.239Z","100","2779","2780"
"5.22.154.50","elite","AS60829","SK","NEVERNET, s.r.o.","36","NEVERNET, s.r.o","32127","socks4","4410","1","2023-07-12T06:26:29.146Z","99","2835","2852"
"202.21.102.68","elite","AS9484","MN","Mobinet LLC","119","N/A","5678","socks4","4789","1","2023-07-12T06:26:29.232Z","98","2806","2859"
"51.195.209.238","elite","AS16276","GB","OVH SAS","9","Canya Eric","1080","socks5","3403","1","2023-07-12T06:26:29.237Z","92","2615","2831"
"186.251.255.249","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","206","Seanet Telecom Carazinho Eireli","31337","socks4","3197","1","2023-07-12T06:26:29.140Z","99","2795","2832"
"116.202.192.120","elite","AS24940","DE","Hetzner","23","N/A","10002","socks4","5004","1","2023-07-12T06:26:29.235Z","99","2715","2733"
"103.199.97.17","elite","AS45804","IN","New Shivam Cable Network","171","N/A","39825","socks4","4198","1","2023-07-12T06:26:29.142Z","96","2708","2820"
"177.72.82.9","elite","AS262543","BR","Brmom Construindo Conexoes Ltda","294","Brmom Construindo Conexoes Ltda","5678","socks4","2003","1","2023-07-12T06:26:23.940Z","100","2856","2861"
"27.123.1.33","elite","AS45706","ID","PT Tele Globe Global","196","N/A","4153","socks4","5003","1","2023-07-12T06:26:23.944Z","100","2852","2861"
"177.38.5.45","elite","AS52964","BR","FÔBIO MENDES DIAS LTDA ME","279","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4910","1","2023-07-12T06:26:18.640Z","98","2778","2833"
"202.159.30.9","elite","AS9340","ID","PT IndoInternet","161","N/A","443","socks4","4414","1","2023-07-12T06:26:18.638Z","100","2746","2758"
"96.9.86.218","elite","AS131207","KH","SIGROUPS","230","N/A","5678","socks4","4806","1","2023-07-12T06:26:18.645Z","98","2760","2823"
"109.122.80.234","elite","AS41937","RS","RADIJUS VEKTOR Internet network","37","Radijus Vektor DOO","57553","socks4","137","1","2023-07-12T06:26:18.641Z","99","2839","2855"
"185.169.181.19","elite","AS34984","TR","Ates Dc","199","Ibrahim MALA trading as Ates Dc","4145","socks4","3906","1","2023-07-12T06:26:18.738Z","100","2815","2815"
"45.56.112.189","elite","AS63949","US","Akamai Technologies, Inc.","98","Linode","7497","socks5","4094","1","2023-07-12T06:26:18.642Z","100","2802","2804"
"186.10.102.218","elite","AS27651","CL","Entel Chile S.A.","266","Entel Chile S.A","5678","socks4","4715","1","2023-07-12T06:26:13.541Z","98","2715","2765"
"178.245.152.117","elite","AS16135","TR","Turkcell Internet","83","N/A","3128","socks4","156","1","2023-07-12T06:26:13.636Z","33","924","2776"
"185.6.10.141","elite","AS12552","SE","GlobalConnect AB","33","Internet Vikings International AB","38929","socks5","4596","81","2023-07-12T06:26:13.637Z","100","2759","2763"
"140.250.92.253","elite","AS4134","CN","Chinanet","295","Chinanet SD","1080","socks4","894","1","2023-07-12T06:26:08.234Z","73","2077","2841"
"174.138.176.78","elite","AS19318","US","Interserver, Inc","83","Interserver, Inc","17941","socks4","4892","1","2023-07-12T06:26:08.235Z","100","2772","2779"
"115.186.139.69","elite","AS23674","PK","Nayatel (Pvt) Ltd","151","Nayatel","5678","socks4","4991","1","2023-07-12T06:26:08.146Z","99","2775","2793"
"122.4.52.86","elite","AS4134","CN","Chinanet","199","Chinanet SD","10003","socks5","3212","1","2023-07-12T06:26:08.147Z","23","644","2847"
"157.245.62.1","elite","AS14061","SG","DigitalOcean, LLC","189","DigitalOcean, LLC","9050","socks4","5002","1","2023-07-12T06:26:08.148Z","99","2835","2850"
"80.73.87.202","elite","AS21487","RU","Sakhatelecom","192","N/A","4153","socks4","5091","1","2023-07-12T06:26:00.939Z","94","2670","2855"
"177.38.5.254","elite","AS52964","BR","FÔBIO MENDES DIAS LTDA ME","292","FÁBIO MENDES DIAS LTDA ME","4153","socks4","3599","1","2023-07-12T06:26:00.940Z","85","2430","2854"
"45.196.151.43","elite","AS7018","US","AT&T Services","81","AQUA Networks Limited","5432","socks4","5103","1","2023-07-12T06:26:00.936Z","97","2706","2791"
"149.20.253.40","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","4995","1","2023-07-12T06:25:56.143Z","100","2816","2820"
"106.3.142.85","elite","AS23724","CN","IDC, China Telecommunications Corporation","186","Beijing capitalonline data service co., LTD","4153","socks4","4607","1","2023-07-12T06:25:56.035Z","75","2156","2858"
"159.65.245.126","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","7497","socks5","4597","1","2023-07-12T06:25:56.146Z","98","2744","2805"
"185.220.87.150","elite","AS205375","ES","Jose Antonio Ruiz Zamore","37","N/A","4153","socks4","2902","1","2023-07-12T06:25:56.145Z","99","2824","2853"
"176.31.226.57","elite","AS16276","FR","OVH SAS","5","OVH ISP","53499","socks5","2699","1","2023-07-12T06:25:56.148Z","100","2854","2854"
"182.253.166.170","elite","AS17451","ID","BIZNET","189","N/A","5678","socks4","3913","1","2023-07-12T06:25:56.036Z","97","2785","2857"
"93.103.8.183","elite","AS34779","SI","T-2 d.o.o.","40","N/A","4153","socks4","5002","83","2023-07-12T06:25:56.046Z","99","2823","2851"
"45.7.177.249","elite","AS266626","BR","Litoral Telecom","292","Litoral Telecom","39867","socks4","4401","1","2023-07-12T06:25:50.651Z","99","2825","2850"
"189.126.14.226","elite","AS270316","BR","NET NOVO TEMPO","219","NET NOVO TEMPO","1080","socks4","3805","1","2023-07-12T06:25:50.648Z","100","2846","2859"
"45.112.125.51","elite","AS58369","ID","FIBERNET","187","N/A","4145","socks4","3602","1","2023-07-12T06:25:50.735Z","99","2813","2845"
"144.76.163.25","elite","AS24940","DE","Hetzner Online GmbH","26","Hetzner","21364","socks5","1897","1","2023-07-12T06:25:50.742Z","100","2841","2843"
"178.154.228.16","elite","AS200350","RU","Yandex Cloud","49","N/A","9050","socks5","3912","1","2023-07-12T06:25:50.737Z","100","2861","2862"
"104.18.44.93","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4717","1","2023-07-12T06:25:45.446Z","100","2738","2738"
"37.1.211.58","elite","AS29802","US","DARL-TELECOM","96","ISPIRIA Networks Ltd","1080","socks4","4801","1","2023-07-12T06:25:45.441Z","99","2802","2823"
"47.242.18.103","elite","AS45102","HK","Alibaba.com LLC","260","Hong Kong","61507","socks5","4989","1","2023-07-12T06:25:45.439Z","85","2400","2813"
"5.39.19.152","elite","AS16276","FR","OVH ISP","5","Caunes Sebastien","46529","socks5","2901","1","2023-07-12T06:25:45.539Z","100","2844","2845"
"212.69.12.193","elite","AS52116","RS","Orion Telekom Tim d.o.o.Beograd","80","Orion Telekom Tim d.o.o.Beograd","1080","socks4","4600","1","2023-07-12T06:25:45.444Z","100","2831","2833"
"157.245.157.72","elite","AS14061","SG","DigitalOcean, LLC","189","DigitalOcean, LLC","60490","socks4","4298","1","2023-07-12T06:25:40.038Z","93","2599","2799"
"190.111.238.127","elite","AS11014","AR","CPS","232","CPS","49017","socks4","3411","1","2023-07-12T06:25:40.038Z","99","2806","2825"
"216.107.129.135","elite","AS61317","US","Ipxo LLC","96","N/A","10180","socks5","1690","1","2023-07-12T06:25:40.050Z","100","2789","2789"
"200.152.100.194","elite","AS21571","BR","MLS Wireless S/A","289","MLS Projetos de Informatica","1080","socks5","4809","1","2023-07-12T06:25:40.037Z","93","2611","2802"
"175.100.72.95","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE., LTD","186","Viettel (cambodia) Pte., Ltd.","55360","socks4","4707","1","2023-07-12T06:25:40.034Z","95","2619","2744"
"152.32.78.24","elite","AS17639","PH","ComClark Network & Technology Corp","197","Convergeict","4145","socks4","4903","1","2023-07-12T06:25:40.042Z","99","2841","2856"
"103.240.33.161","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","188","Vihaan","8291","socks4","1399","1","2023-07-12T06:25:40.035Z","98","2809","2855"
"45.228.147.209","elite","AS262773","BR","Proxxima Telecomunicacoes Ltda","283","Proxxima Telecomunicacoes Ltda","5678","socks4","4292","1","2023-07-12T06:25:40.041Z","91","2604","2862"
"104.19.138.4","elite","AS13335","US","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks4","5287","1","2023-07-12T06:25:39.951Z","100","2773","2773"
"103.47.93.221","elite","AS134058","IN","Broban Internet Services Pvt.ltd","187","Broban  PVT Ltd.","1080","socks4","2900","1","2023-07-12T06:25:34.641Z","99","2825","2846"
"193.106.73.102","elite","AS50283","RU","Business Center Ltd","50","Business Center Nov Ltd","41883","socks4","4208","1","2023-07-12T06:25:34.646Z","96","2666","2783"
"103.86.1.9","elite","AS136371","IN","Airwir Technologies Private Limited","191","Airwir Technologies Private Limited","4145","socks4","5092","1","2023-07-12T06:25:34.645Z","100","2846","2852"
"20.247.104.85","elite","AS8075","HK","Microsoft Corporation","193","Microsoft Azure Cloud (eastasia)","49999","socks4","4999","1","2023-07-12T06:25:34.647Z","100","2799","2799"
"180.122.147.184","elite","AS4134","CN","Chinanet","281","Chinanet JS","1080","socks4","4811","1","2023-07-12T06:25:34.640Z","63","1779","2841"
"177.38.5.44","elite","AS52964","BR","FÔBIO MENDES DIAS LTDA ME","293","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4901","82","2023-07-12T06:25:29.340Z","97","2704","2778"
"110.78.149.221","elite","AS131090","TH","CAT-BB","194","N/A","4145","socks4","78","1","2023-07-12T06:25:29.248Z","81","2314","2850"
"64.90.50.227","elite","AS26347","US","New Dream Network, LLC","185","New Dream Network, LLC","55552","socks5","3498","1","2023-07-12T06:25:29.335Z","100","2791","2791"
"149.20.253.108","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","4900","1","2023-07-12T06:25:29.353Z","100","2842","2845"
"45.8.104.168","elite","AS209242","DE","Cloudflare London","14","Araxio Development N.V","80","socks4","200","1","2023-07-12T06:25:29.338Z","100","2790","2790"
"103.74.227.130","elite","AS135697","IN","Tachyon Communications Pvt Ltd","156","Tachyon Communications Pvt Ltd","56417","socks4","4493","1","2023-07-12T06:25:29.336Z","34","971","2820"
"45.114.118.231","elite","AS134451","ID","CLDREU","249","N/A","203","socks4","4909","1","2023-07-12T06:25:23.740Z","98","2739","2804"
"103.212.93.225","elite","AS138312","IN","Best Telnet Services Private Limited","186","Best telnet services private limited","45639","socks4","5105","1","2023-07-12T06:25:23.743Z","99","2831","2850"
"47.243.190.17","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","287","Alibaba.com LLC","8000","socks5","4292","1","2023-07-12T06:25:23.748Z","80","2217","2773"
"197.234.13.25","elite","AS36902","SC","Intelvision","193","Intelvision Ltd","4145","socks4","2812","1","2023-07-12T06:25:23.749Z","100","2841","2852"
"185.118.129.44","elite","AS12952","IQ","Knowledge Path Information Technology ISP","89","N/A","8080","socks4","4696","1","2023-07-12T06:25:23.934Z","38","1061","2826"
"72.252.4.49","elite","AS396899","US","Natural G.C. Inc","192","Columbus Networks USA","4145","socks4","4802","1","2023-07-12T06:25:23.741Z","97","2772","2860"
"177.66.195.114","elite","AS262503","BR","Wiki Telecomunicacoes Eireli","204","Maranhão Telecom ltda ME","4145","socks4","4701","1","2023-07-12T06:25:23.742Z","99","2807","2842"
"45.251.231.213","elite","AS59362","BD","KS Network","201","Nazmul Karim Bhuiyan","5678","socks4","5098","1","2023-07-12T06:25:23.747Z","99","2825","2856"
"180.122.151.182","elite","AS4134","CN","Chinanet","215","Chinanet JS","28643","socks5","4795","2","2023-07-12T06:25:23.737Z","74","2096","2844"
"125.27.251.173","elite","AS23969","TH","TOT Public Company Limited","183","TOT Public Company Limited","33008","socks4","3698","1","2023-07-12T06:25:18.542Z","24","684","2860"
"187.95.82.38","elite","AS262696","BR","Turbonet Telecomunicações","196","Turbonet Telecomunicações","3629","socks4","5190","1","2023-07-12T06:25:18.540Z","98","2804","2853"
"5.160.186.110","elite","AS42337","IR","Respina Networks & Beyond PJSC","129","Respina","5678","socks4","4088","1","2023-07-12T06:25:12.747Z","97","2762","2854"
"181.198.32.211","elite","AS27947","EC","Telconet S.A","160","Clientes Quito","4153","socks4","2896","1","2023-07-12T06:25:12.746Z","100","2818","2820"
"141.164.36.205","elite","AS20473","KR","KOR VULTR","297","N/A","54301","socks5","5086","1","2023-07-12T06:25:12.745Z","49","1407","2863"
"149.20.253.52","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","5001","1","2023-07-12T06:25:08.035Z","100","2854","2856"
"106.14.222.35","elite","AS37963","CN","Alibaba (US) Technology Co","289","Aliyun Computing Co., LTD","57461","socks5","4297","1","2023-07-12T06:25:07.942Z","80","2283","2849"
"1.20.137.82","elite","AS23969","TH","TOT Public Company Limited","194","TOT Mobile Co LTD","32241","socks4","4805","1","2023-07-12T06:25:07.945Z","100","2850","2860"
"170.254.255.242","elite","AS52584","BR","Connect Fibra","303","Connect Fibra","45816","socks4","5001","1","2023-07-12T06:25:07.939Z","98","2787","2832"
"104.19.171.188","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","3912","1","2023-07-12T06:25:07.941Z","100","2749","2749"
"182.253.159.115","elite","AS17451","ID","BIZNET","190","N/A","5678","socks4","805","1","2023-07-12T06:25:02.345Z","90","2530","2820"
"79.127.127.7","elite","AS43754","IR","Asiatech Data Transmission company","105","Asiatech Data Transmission company","1369","socks4","5002","1","2023-07-12T06:24:56.433Z","89","2536","2860"
"178.47.139.50","elite","AS12389","RU","PJSC Rostelecom","82","Static distribution IPs for broadband services","8080","socks5","5011","1","2023-07-12T06:24:56.447Z","60","1708","2851"
"62.171.137.122","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","61568","socks5","4892","1","2023-07-12T06:24:56.448Z","100","2789","2792"
"36.91.190.61","elite","AS7713","ID","PT. Telekomunikasi Indonesia","234","Telekomunikasi Indonesia","5678","socks4","2506","1","2023-07-12T06:24:56.341Z","97","2777","2853"
"103.208.200.222","elite","AS133275","IN","Gigantic","192","N/A","4670","socks4","1004","1","2023-07-12T06:24:56.444Z","99","2777","2811"
"116.118.48.208","elite","AS63760","VN","AZDIGI Corporation","285","N/A","35050","socks4","4995","1","2023-07-12T06:24:56.346Z","99","2846","2863"
"5.39.93.167","elite","AS16276","FR","OVH SAS","5","OVH ISP","22851","socks4","5017","1","2023-07-12T06:24:56.449Z","100","2856","2856"
"213.16.81.147","elite","AS12301","HU","Invitech ICT Services Kft.","39","SzerSzoft","5678","socks4","4803","1","2023-07-12T06:24:51.247Z","99","2831","2856"
"203.30.190.57","elite","AS209242","US","Cloudflare London","11","Umpire Associates LTD","80","socks4","1604","1","2023-07-12T06:24:51.238Z","100","2848","2848"
"43.130.199.69","elite","AS132203","CA","Shenzhen Tencent Computer Systems Company Limited","94","Tencent Cloud Computing","443","socks5","3817","1","2023-07-12T06:24:51.240Z","78","2208","2818"
"44.190.9.101","elite","AS15102","CA","Corridor Communications, INC.","133","Amateur Radio Digital Communications","48100","socks4","2505","1","2023-07-12T06:24:51.244Z","99","2743","2763"
"170.254.255.237","elite","AS52584","BR","Connect Fibra","281","Connect Fibra","45816","socks4","5004","82","2023-07-12T06:24:44.137Z","98","2772","2824"
"110.73.11.181","elite","AS4837","CN","China Unicom Guangxi Province Network","189","N/A","8123","socks4","5095","1","2023-07-12T06:24:44.141Z","74","2059","2799"
"77.232.160.106","elite","AS44391","RU","LTD Elektrosvyaz","79","LTD Elektrosvyaz","4153","socks4","4896","82","2023-07-12T06:24:44.140Z","99","2750","2782"
"75.119.204.185","elite","AS26347","US","New Dream Network, LLC","190","New Dream Network, LLC","42863","socks5","4898","79","2023-07-12T06:24:44.051Z","100","2827","2830"
"177.125.206.157","elite","AS262346","BR","FP Telecomunicacoes Ltda","282","FP Telecomunicacoes Ltda","4145","socks4","5092","1","2023-07-12T06:24:44.135Z","83","2296","2760"
"116.58.232.91","elite","AS131090","TH","CAT-BB","191","N/A","4145","socks4","4904","1","2023-07-12T06:24:44.138Z","73","2075","2860"
"35.196.18.239","elite","AS15169","US","Google LLC","98","Google Cloud (us-east1)","80","socks5","4907","1","2023-07-12T06:24:44.139Z","100","2782","2783"
"182.160.127.236","elite","AS24323","BD","Aamra Networks Limited","185","Aamra Networks Limited","5678","socks4","4903","1","2023-07-12T06:24:38.943Z","97","2766","2847"
"45.126.169.193","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","202","NET 4 U Services PVT LTD","4145","socks4","4805","1","2023-07-12T06:24:38.939Z","100","2830","2844"
"88.212.26.206","elite","AS42841","SK","Antik Network","91","ANTIK Telecom s.r.o.","5678","socks4","4996","1","2023-07-12T06:24:38.941Z","99","2714","2752"
"66.42.60.190","elite","AS20473","SG","Choopa","156","N/A","21358","socks5","4794","1","2023-07-12T06:24:33.840Z","97","2720","2793"
"141.94.106.133","elite","AS16276","FR","OVH SAS","6","OVH","8080","socks4","4908","1","2023-07-12T06:24:33.937Z","100","2772","2772"
"161.35.125.167","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","7497","socks5","4373","1","2023-07-12T06:24:33.935Z","100","2857","2864"
"186.226.145.228","elite","AS28343","BR","Unifique TelecomunicaÔÔes SA","232","Unifique Telecomunicações SA","4145","socks4","4793","1","2023-07-12T06:24:33.835Z","100","2849","2851"
"78.109.139.51","elite","AS43314","RU","JSC \"ER-Telecom Holding\"","93","JSC local network","5678","socks4","4997","1","2023-07-12T06:24:33.842Z","100","2774","2782"
"208.83.234.132","elite","AS20473","US","The Constant Company","198","Vultr Holdings, LLC","11558","socks5","4808","1","2023-07-12T06:24:28.651Z","77","2187","2847"
"149.20.253.101","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","5092","82","2023-07-12T06:24:28.745Z","100","2854","2858"
"1.20.220.79","elite","AS23969","TH","TOT Public Company Limited","190","TOT Mobile Co LTD","4145","socks4","5092","53","2023-07-12T06:24:28.744Z","86","2460","2855"
"129.226.20.169","elite","AS132203","IN","Tencent Cloud Computing (Beijing) Co","123","N/A","443","socks4","4601","1","2023-07-12T06:24:28.734Z","84","2378","2840"
"208.109.39.171","elite","AS398101","US","GoDaddy.com, LLC","134","GoDaddy.com, LLC","58438","socks4","4912","1","2023-07-12T06:24:28.647Z","100","2771","2771"
"178.236.118.115","elite","AS51151","ES","Comunicaciones Enersol, S.L.","82","COMENERSOL","5678","socks4","4196","1","2023-07-12T06:24:28.743Z","88","2483","2835"
"113.125.45.40","elite","AS58519","CN","Cloud Computing Corporation","227","Chinanet SD","59290","socks5","4702","1","2023-07-12T06:24:23.233Z","33","950","2854"
"185.238.228.240","elite","AS209242","MT","Cloudflare London","15","Invermae Solutions SL","80","socks4","3502","1","2023-07-12T06:24:23.238Z","100","2868","2868"
"206.189.15.100","elite","AS14061","NL","DigitalOcean, LLC","11","DigitalOcean, LLC","54330","socks5","4409","1","2023-07-12T06:24:23.340Z","100","2856","2856"
"43.157.32.230","elite","AS132203","DE","Aceville Pte.ltd","11","N/A","443","socks5","1198","1","2023-07-12T06:24:23.237Z","58","1628","2812"
"171.244.10.204","elite","AS38731","VN","VIETEL","185","Viettel Corporation","21709","socks4","5191","2","2023-07-12T06:24:23.241Z","98","2763","2818"
"197.234.13.47","elite","AS36902","SC","Intelvision","166","Intelvision Ltd","4145","socks4","4298","1","2023-07-12T06:24:23.244Z","99","2776","2790"
"181.113.34.86","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","196","Corporacion Nacional De Telecomunicaciones - CNT EP","48024","socks4","4904","1","2023-07-12T06:24:23.240Z","99","2706","2734"
"210.210.154.61","elite","AS4787","ID","CBN","196","N/A","5678","socks5","4494","1","2023-07-12T06:24:23.242Z","100","2839","2844"
"154.117.212.18","elite","AS327799","BI","2G+3G+4G","161","N/A","5678","socks4","4802","1","2023-07-12T06:24:23.338Z","98","2685","2744"
"203.24.103.131","elite","AS209242","VG","Cloudflare London, LLC","12","Anaga Consulting Limited","80","socks4","4095","1","2023-07-12T06:24:17.848Z","100","2777","2778"
